DATE,TOTRA
1937-05-12,12488.935
1937-05-19,12523.821
1937-05-26,12436.099
1937-06-02,12453.372
1937-06-09,12436.2
1937-06-16,12702.93
1937-06-23,12475.849
1937-06-30,12496.481
1937-07-07,12436.186
1937-07-14,12594.74
1937-07-21,12489.87
1937-07-28,12439.53
1937-08-04,12439.505
1937-08-11,12414.652
1937-08-18,12471.975
1937-08-25,12414.551
1937-09-01,12452.652
1937-09-08,12369.527
1937-09-15,12979.51
1937-09-22,12824.627
1937-09-29,12775.446
1937-10-06,12756.416
1937-10-13,12774.3
1937-10-20,12834.711
1937-10-27,12760.479
1937-11-03,12710.564
1937-11-10,12771.542
1937-11-17,12902.656
1937-11-24,12757.802
1937-12-01,12841.932
1937-12-08,12732.584
1937-12-15,12923.974
1937-12-22,12800.524
1937-12-29,12853.021
1938-01-05,12832.932
1938-01-12,12813.959
1938-01-19,12874.036
1938-01-26,12775.812
1938-02-02,12793.693
1938-02-09,12746.721
1938-02-16,13003.09
1938-02-23,12807.932
1938-03-02,12910.162
1938-03-09,12861.62
1938-03-16,13115.457
1938-03-23,12914.581
1938-03-30,12900.789
1938-04-06,12899.603
1938-04-13,13073.636
1938-04-20,14382.836
1938-04-27,14327.165
1938-05-04,14337.827
1938-05-11,14305.284
1938-05-18,14362.513
1938-05-25,14290.895
1938-06-01,14319.942
1938-06-08,14262.804
1938-06-15,14429.857
1938-06-22,14307.574
1938-06-29,14271.986
1938-07-06,14303.512
1938-07-13,14396.457
1938-07-20,14351.414
1938-07-27,14303.421
1938-08-03,14290.948
1938-08-10,14249.621
1938-08-17,14327.663
1938-08-24,14248.349
1938-08-31,14261.157
1938-09-07,14240.791
1938-09-14,14474.559
1938-09-21,14429.373
1938-09-28,14523.836
1938-10-05,14679.148
1938-10-12,14715.713
1938-10-19,15002.154
1938-10-26,14930.212
1938-11-02,14988.496
1938-11-09,14938.831
1938-11-16,15295.383
1938-11-23,15214.62
1938-11-30,15292.964
1938-12-07,15341.94
1938-12-14,15565.739
1938-12-21,15569.297
1938-12-28,15511.492
1939-01-04,15653.641
1939-01-11,15601.396
1939-01-18,15707.306
1939-01-25,15635.632
1939-02-01,15683.121
1939-02-08,15755.374
1939-02-15,15853.742
1939-02-22,15788.872
1939-03-01,15926.704
1939-03-08,15840.746
1939-03-15,16076.454
1939-03-22,16008.086
1939-03-29,16111.152
1939-04-05,16211.436
1939-04-12,16447.152
1939-04-19,16631.655
1939-04-26,16696.511
1939-05-03,16794.871
1939-05-10,16811.924
1939-05-17,16976.149
1939-05-24,16965.093
1939-05-31,16921.543
1939-06-07,17030.411
1939-06-14,17274.332
1939-06-21,17173.228
1939-06-28,17142.39
1939-07-05,17129.953
1939-07-12,17340.713
1939-07-19,17370.435
1939-07-26,17337.686
1939-08-02,17460.717
1939-08-09,17429.578
1939-08-16,17595.573
1939-08-23,17680.903
1939-08-30,17812.082
1939-09-06,18095.043
1939-09-13,18632.527
1939-09-20,18659.504
1939-09-27,18603.106
1939-10-04,18632.715
1939-10-11,18635.504
1939-10-18,18814.269
1939-10-25,18707.923
1939-11-01,18776.872
1939-11-08,18607.318
1939-11-15,18998.684
1939-11-22,18651.191
1939-11-29,18680.573
1939-12-06,18622.662
1939-12-13,18785.371
1939-12-20,18920.74
1939-12-27,18878.958
1940-01-03,19102.515
1940-01-10,19009.607
1940-01-17,19184.824
1940-01-24,19169.375
1940-01-31,19222.788
1940-02-07,19235.778
1940-02-14,19481.901
1940-02-21,19373.873
1940-02-28,19432.186
1940-03-06,19471.59
1940-03-13,19637.142
1940-03-20,19692.932
1940-03-27,19778.652
1940-04-03,19719.396
1940-04-10,19749.341
1940-04-17,20048.097
1940-04-24,20017.899
1940-05-01,20122.485
1940-05-08,20074.237
1940-05-15,20478.598
1940-05-22,20502.397
1940-05-29,20554.581
1940-06-05,20699.722
1940-06-12,21019.445
1940-06-19,21323.67
1940-06-26,21297.976
1940-07-03,21488.447
1940-07-10,21555.977
1940-07-17,21779.245
1940-07-24,21743.59
1940-07-31,21801.202
1940-08-07,21839.325
1940-08-14,22119.928
1940-08-21,22092.535
1940-08-28,22135.247
1940-09-04,22200.662
1940-09-11,22307.254
1940-09-18,22526.578
1940-09-25,22462.203
1940-10-02,22616.869
1940-10-09,22584.369
1940-10-16,22998.962
1940-10-23,22754.742
1940-10-30,22852.648
1940-11-06,22797.98
1940-11-13,23041.638
1940-11-20,23045.482
1940-11-27,22981.304
1940-12-04,22979.362
1940-12-11,23014.632
1940-12-18,23251.065
1940-12-24,23145.601
1940-12-31,23261.866
1941-01-08,23196.337
1941-01-15,23432.075
1941-01-22,23407.105
1941-01-29,23317.125
1941-02-05,23295.019
1941-02-12,23363.398
1941-02-19,23399.335
1941-02-26,23476.182
1941-03-05,23558.73
1941-03-12,23616.525
1941-03-19,23731.361
1941-03-26,23526.627
1941-04-02,23551.425
1941-04-09,23487.389
1941-04-16,23869.087
1941-04-23,23658.325
1941-04-30,23685.967
1941-05-07,23609.544
1941-05-14,23889.163
1941-05-21,23885.578
1941-05-28,23768.267
1941-06-04,23794.584
1941-06-11,23818.31
1941-06-18,24045.457
1941-06-25,23804.669
1941-07-02,23845.752
1941-07-09,23780.771
1941-07-16,24036.227
1941-07-23,23861.917
1941-07-30,23806.433
1941-08-06,23783.594
1941-08-13,23924.248
1941-08-20,23904.546
1941-08-27,23873.262
1941-09-03,23818.85
1941-09-10,23815.608
1941-09-17,24205.94
1941-09-24,23932.204
1941-10-01,24118.649
1941-10-08,23983.781
1941-10-15,24550.096
1941-10-22,24233.845
1941-10-29,24162.094
1941-11-05,24063.385
1941-11-12,24087.712
1941-11-19,24398.026
1941-11-26,24178.243
1941-12-03,24136.503
1941-12-10,24069.432
1941-12-17,24570.603
1941-12-24,24338.002
1941-12-31,24352.799
1942-01-07,24191.038
1942-01-14,24440.328
1942-01-21,24400.246
1942-01-28,24274.828
1942-02-04,24267.881
1942-02-11,24194.784
1942-02-18,24416.735
1942-02-25,24412.659
1942-03-04,24282.055
1942-03-11,24264.194
1942-03-18,24721.26
1942-03-25,24261.128
1942-04-01,24188.188
1942-04-08,24181.116
1942-04-15,24580.633
1942-04-22,24335.214
1942-04-29,24324.979
1942-05-06,24388.794
1942-05-13,24624.696
1942-05-20,24529.974
1942-05-27,24426.727
1942-06-03,24627.185
1942-06-10,24539.717
1942-06-17,24994.758
1942-06-24,24654.521
1942-07-01,24821.437
1942-07-08,24966.428
1942-07-15,25345.395
1942-07-22,25092.482
1942-07-29,25094.026
1942-08-05,25250.302
1942-08-12,25455.039
1942-08-19,25566.239
1942-08-26,25385.645
1942-09-02,25415.366
1942-09-09,25549.24
1942-09-16,26139.276
1942-09-23,25597.199
1942-09-30,25754.156
1942-10-07,25677.176
1942-10-14,26472.878
1942-10-21,26609.854
1942-10-28,26660.18
1942-11-04,26670.808
1942-11-11,26924.043
1942-11-18,27201.041
1942-11-25,27126.722
1942-12-02,27630.483
1942-12-09,27871.572
1942-12-16,28440.078
1942-12-23,28467.919
1942-12-30,28769.436
1943-01-06,28608.888
1943-01-13,28540.585
1943-01-20,28449.383
1943-01-27,28206.273
1943-02-03,27935.584
1943-02-10,28023.436
1943-02-17,28566.517
1943-02-24,28511.901
1943-03-03,28379.643
1943-03-10,28501.685
1943-03-17,29244.28
1943-03-24,28584.845
1943-03-31,28346.618
1943-04-07,28833.655
1943-04-14,29496.985
1943-04-21,28851.894
1943-04-28,28785.701
1943-05-05,28947.95
1943-05-12,28543.837
1943-05-19,28496.193
1943-05-26,28434.221
1943-06-02,28555.709
1943-06-09,28859.911
1943-06-16,29441.27
1943-06-23,29253.408
1943-06-30,29599.121
1943-07-07,30060.337
1943-07-14,30235.154
1943-07-21,29924.408
1943-07-28,30221.772
1943-08-04,30474.442
1943-08-11,30513.601
1943-08-18,30509.935
1943-08-25,30869.491
1943-09-01,31263.432
1943-09-08,31379.089
1943-09-15,32588.914
1943-09-22,31857.533
1943-09-29,31547.912
1943-10-06,31573.619
1943-10-13,31253.346
1943-10-20,31274.624
1943-10-27,31497.313
1943-11-03,31559.286
1943-11-10,31856.505
1943-11-17,32297.587
1943-11-24,32439.012
1943-12-01,32618.695
1943-12-08,33117.714
1943-12-15,33621.817
1943-12-22,34380.093
1943-12-29,34252.067
1944-01-05,34081.123
1944-01-12,33932.514
1944-01-19,34166.668
1944-01-26,34015.949
1944-02-02,33818.732
1944-02-09,32957.916
1944-02-16,33815.458
1944-02-23,33651.528
1944-03-01,33471.787
1944-03-08,33662.889
1944-03-15,34277.259
1944-03-22,34165.25
1944-03-29,34093.444
1944-04-05,33853.442
1944-04-12,34295.864
1944-04-19,34603.817
1944-04-26,34609.579
1944-05-03,34688.799
1944-05-10,34636.221
1944-05-17,35534.998
1944-05-24,35397.1
1944-05-31,35542.466
1944-06-07,35890.031
1944-06-14,36713.64
1944-06-21,36957.673
1944-06-28,36345.04
1944-07-05,35748.503
1944-07-12,36096.3
1944-07-19,35827.037
1944-07-26,35775.363
1944-08-02,35928.145
1944-08-09,36122.229
1944-08-16,36429.453
1944-08-23,36538.188
1944-08-30,36662.294
1944-09-06,36897.252
1944-09-13,37710.713
1944-09-20,38021.954
1944-09-27,37424.391
1944-10-04,37483.975
1944-10-11,37780.728
1944-10-18,38366.626
1944-10-25,38277.524
1944-11-01,38719.495
1944-11-08,38965.742
1944-11-15,39642.698
1944-11-22,39764.027
1944-11-29,39985.751
1944-12-06,39394.914
1944-12-13,39793.538
1944-12-20,40713.757
1944-12-27,40201.927
1945-01-03,40089.32
1945-01-10,39709.625
1945-01-17,39826.949
1945-01-24,39774.293
1945-01-31,39929.404
1945-02-07,39883.823
1945-02-14,40391.253
1945-02-21,40271.873
1945-02-28,40433.605
1945-03-07,40265.075
1945-03-14,40719.503
1945-03-21,40543.551
1945-03-28,40320.203
1945-04-04,40429.128
1945-04-11,40872.167
1945-04-18,41284.576
1945-04-25,41459.231
1945-05-02,41559.764
1945-05-09,41437.195
1945-05-16,41900.223
1945-05-23,41993.702
1945-05-30,42178.114
1945-06-06,42105.226
1945-06-13,42563.305
1945-06-20,42719.478
1945-06-27,42224.961
1945-07-03,42145.895
1945-07-11,41881.851
1945-07-18,42217.382
1945-07-25,41993.3
1945-08-01,42445.809
1945-08-08,42326.256
1945-08-15,42649.555
1945-08-22,43040.127
1945-08-29,42807.218
1945-09-05,42822.075
1945-09-12,43602.619
1945-09-19,43882.124
1945-09-26,43754.936
1945-10-03,43643.018
1945-10-10,43619.053
1945-10-17,43920.681
1945-10-24,43636.401
1945-10-31,43889.05
1945-11-07,43630.819
1945-11-14,44678.835
1945-11-21,44343.414
1945-11-28,44662.822
1945-12-05,44152.908
1945-12-12,44289.115
1945-12-19,45051.663
1945-12-26,44850.651
1946-01-02,45014.433
1946-01-09,44489.321
1946-01-16,44509.346
1946-01-23,44326.673
1946-01-30,44224.126
1946-02-06,44025.973
1946-02-13,44182.758
1946-02-20,44217.543
1946-02-27,44095.445
1946-03-06,43563.029
1946-03-13,43976.496
1946-03-20,44105.842
1946-03-27,44428.706
1946-04-03,43269.071
1946-04-10,43057.845
1946-04-17,43427.609
1946-04-24,43371.753
1946-05-01,43472.043
1946-05-08,43385.117
1946-05-15,43901.644
1946-05-22,43506.786
1946-05-29,43779.469
1946-06-05,43797.534
1946-06-12,44345.599
1946-06-19,44270.988
1946-06-26,44406.954
1946-07-03,44057.901
1946-07-10,44336.756
1946-07-17,44694.788
1946-07-24,44733.94
1946-07-31,44625.134
1946-08-07,44496.562000000005
1946-08-14,44961.978
1946-08-21,44589.401
1946-08-28,44485.889
1946-09-04,44355.021
1946-09-11,44462.056
1946-09-18,45191.532
1946-09-25,45218.639
1946-10-02,44754.242
1946-10-09,44415.48
1946-10-16,45364.99
1946-10-23,44346.237
1946-10-30,44806.881
1946-11-06,44676.857
1946-11-13,45569.618
1946-11-20,45305.346
1946-11-27,45104.379
1946-12-04,45302.416
1946-12-11,45556.71
1946-12-18,45647.691
1946-12-24,45649.199
1946-12-31,45006.413
1947-01-08,45175.863
1947-01-15,45396.89
1947-01-22,45643.992
1947-01-29,45837.569
1947-02-05,45089.512
1947-02-12,45706.403
1947-02-19,46099.662
1947-02-26,46562.902
1947-03-05,45442.497
1947-03-12,45575.438
1947-03-19,45211.336
1947-03-26,45247.415
1947-04-02,44497.565
1947-04-09,44564.367
1947-04-16,44751.358
1947-04-23,44152.944
1947-04-30,44235.674
1947-05-07,44136.016
1947-05-14,44702.809
1947-05-21,44307.878
1947-05-28,44033.53
1947-06-04,44448.285
1947-06-11,44254.419
1947-06-18,44632.145
1947-06-25,44570.234
1947-07-02,44772.205
1947-07-09,44588.068
1947-07-16,45387.998
1947-07-23,44897.424
1947-07-30,45106.003
1947-08-06,44998.766
1947-08-13,45619.507
1947-08-20,45766.801
1947-08-27,45489.708
1947-09-03,45669.547
1947-09-10,45666.811
1947-09-17,46342.587
1947-09-24,46166.064
1947-10-01,46460.873
1947-10-08,46189.454
1947-10-15,47189.694
1947-10-22,46318.019
1947-10-29,46651.65
1947-11-05,46391.678
1947-11-12,46778.12
1947-11-19,47492.174
1947-11-26,47062.345
1947-12-03,47046.253
1947-12-10,46789.304
1947-12-17,47649.848
1947-12-24,47368.249
1947-12-31,47663.792
1948-01-07,46751.371
1948-01-14,47520.676
1948-01-21,47279.04
1948-01-28,47405.703
1948-02-04,45776.41
1948-02-11,46317.071
1948-02-18,46909.704
1948-02-25,46567.918
1948-03-03,46552.448
1948-03-10,45951.173
1948-03-17,46687.932
1948-03-24,46427.171
1948-03-31,46588.503
1948-04-07,45747.969
1948-04-14,46410.732
1948-04-21,46011.715
1948-04-28,45744.157
1948-05-05,45513.307
1948-05-12,45969.032
1948-05-19,45875.356
1948-05-26,46036.836
1948-06-02,46182.963
1948-06-09,45814.942
1948-06-16,47289.438
1948-06-23,47021.612
1948-06-30,47066.853
1948-07-07,47158.957
1948-07-14,47700.583
1948-07-21,47279.21
1948-07-28,46928.458
1948-08-04,47027.143
1948-08-11,47326.199
1948-08-18,47727.056
1948-08-25,47266.842
1948-09-01,47246.759
1948-09-08,47041.674
1948-09-15,48172.5
1948-09-22,48432.365
1948-09-29,49634.15
1948-10-06,49104.56
1948-10-13,49937.738
1948-10-20,49963.722
1948-10-27,49594.486
1948-11-03,49481.976
1948-11-10,49705.287
1948-11-17,50436.199
1948-11-24,49867.442
1948-12-01,49746.602
1948-12-08,49556.436
1948-12-15,50354.695
1948-12-22,50212.613
1948-12-29,50038.785
1949-01-05,49569.974
1949-01-12,49166.708
1949-01-19,49118.942
1949-01-26,49007.397
1949-02-02,48888.923
1949-02-09,48670.846
1949-02-16,49425.762
1949-02-23,48736.322
1949-03-02,48495.962
1949-03-09,47847.633
1949-03-16,48907.745
1949-03-23,48660.822
1949-03-30,48308.425
1949-04-06,47878.998
1949-04-13,48197.246
1949-04-20,48350.51
1949-04-27,47556.094
1949-05-04,47335.155
1949-05-11,46449.025
1949-05-18,46906.131
1949-05-25,45882.543
1949-06-01,45932.159
1949-06-08,45805.834
1949-06-15,46364.193
1949-06-22,46292.952
1949-06-29,45779.957
1949-07-06,45479.119
1949-07-13,45503.244
1949-07-20,45268.605
1949-07-27,44998.928
1949-08-03,45126.257
1949-08-10,44862.588
1949-08-17,45081.204
1949-08-24,44048.251
1949-08-31,44191.617
1949-09-07,43639.454
1949-09-14,44550.746
1949-09-21,44399.419
1949-09-28,44530.586
1949-10-05,44426.537
1949-10-12,44374.549
1949-10-19,44681.056
1949-10-26,43981.976
1949-11-02,44574.807
1949-11-09,44138.596
1949-11-16,45341.943
1949-11-23,44190.039
1949-11-30,44271.835
1949-12-07,44529.796
1949-12-14,45303.623
1949-12-21,45582.781
1949-12-28,45391.718
1950-01-04,45639.625
1950-01-11,44639.422
1950-01-18,44757.831
1950-01-25,44488.277
1950-02-01,44663.644
1950-02-08,44005.312
1950-02-15,44960.117
1950-02-22,44028.394
1950-03-01,44493.529
1950-03-08,44103.084
1950-03-15,44715.809
1950-03-22,44107.521
1950-03-29,44004.332
1950-04-05,43728.387
1950-04-12,44134.203
1950-04-19,44110.71
1950-04-26,43962.056
1950-05-03,43895.726
1950-05-10,43714.583
1950-05-17,44260.394
1950-05-24,43562.471
1950-05-31,43524.96
1950-06-07,43815.091
1950-06-14,44593.93
1950-06-21,44428.335
1950-06-28,44367.598
1950-07-05,44463.997
1950-07-12,44712.891
1950-07-19,44690.618
1950-07-26,44537.343
1950-08-02,44685.605
1950-08-09,44634.595
1950-08-16,45198.862
1950-08-23,44472.961
1950-08-30,44474.834
1950-09-06,44648.78
1950-09-13,45631.217
1950-09-20,45274.822
1950-09-27,45524.554
1950-10-04,45253.568
1950-10-11,45251.299
1950-10-18,46126.268
1950-10-25,45080.136
1950-11-01,45088.713
1950-11-08,44871.038
1950-11-15,46049.39
1950-11-22,45379.715
1950-11-29,45321.061
1950-12-06,45649.143
1950-12-13,46371.937
1950-12-20,46851.756
1950-12-27,46451.216
1951-01-03,46930.944
1951-01-10,45688.307
1951-01-17,46866.389
1951-01-24,46330.823
1951-01-31,47437.629
1951-02-07,47334.743
1951-02-14,48047.822
1951-02-21,47552.523
1951-02-28,47368.309
1951-03-07,47048.159
1951-03-14,47889.421
1951-03-21,47955.623
1951-03-28,48019.021
1951-04-04,47593.003
1951-04-11,47674.659
1951-04-18,48387.881
1951-04-25,47618.619
1951-05-02,47537.567
1951-05-09,47299.116
1951-05-16,48193.986
1951-05-23,47179.179
1951-05-30,46986.658
1951-06-06,47090.162
1951-06-13,47828.202
1951-06-20,48715.566
1951-06-27,47623.813
1951-07-03,47604.206
1951-07-11,47792.539
1951-07-18,48411.877
1951-07-25,47618.163
1951-08-01,47895.451
1951-08-08,47543.065
1951-08-15,48464.759
1951-08-22,47965.029
1951-08-29,47650.073
1951-09-05,47684.891
1951-09-12,48498.93
1951-09-19,49509.435
1951-09-26,48947.251
1951-10-03,49007.729
1951-10-10,48973.04
1951-10-17,50031.286
1951-10-24,49072.27
1951-10-31,48740.221
1951-11-07,48792.871
1951-11-14,49706.723
1951-11-21,49415.706
1951-11-28,49148.327
1951-12-05,49538.911
1951-12-12,49625.868
1951-12-19,50629.474
1951-12-26,50010.062
1952-01-02,50191.202
1952-01-09,49470.157
1952-01-16,49973.243
1952-01-23,49509.673
1952-01-30,49008.269
1952-02-06,48879.298
1952-02-13,49545.041
1952-02-20,49550.026
1952-02-27,49482.113
1952-03-05,49372.723
1952-03-12,49376.315
1952-03-19,50811.067
1952-03-26,49444.788
1952-04-02,49159.613
1952-04-09,48878.036
1952-04-16,50419.783
1952-04-23,49700.325
1952-04-30,49212.855
1952-05-07,49459.35
1952-05-14,49795.43
1952-05-21,49584.773
1952-05-28,49191.591
1952-06-04,49630.447
1952-06-11,49693.542
1952-06-18,51377.976
1952-06-25,49816.619
1952-07-02,49953.777
1952-07-09,49986.467
1952-07-16,50788.473
1952-07-23,50321.961
1952-07-30,50461.151
1952-08-06,49960.811
1952-08-13,50452.75
1952-08-20,50711.17
1952-08-27,50171.341
1952-09-03,50413.262
1952-09-10,50645.071
1952-09-17,52097.777
1952-09-24,50977.013
1952-10-01,50771.651
1952-10-08,50915.53
1952-10-15,52047.764
1952-10-22,51877.042
1952-10-29,51299.108
1952-11-05,51602.433
1952-11-12,51935.519
1952-11-19,52545.95
1952-11-26,52115.37
1952-12-03,52318.049
1952-12-10,52492.504
1952-12-17,53872.993
1952-12-23,53291.018
1952-12-30,52563.211
1953-01-07,52285.867
1953-01-14,52368.622
1953-01-21,52190.608
1953-01-28,51858.759
1953-02-04,51658.937
1953-02-11,51376.692
1953-02-18,51463.77
1953-02-25,50882.858
1953-03-04,50958.786
1953-03-11,51079.504
1953-03-18,52453.251
1953-03-25,51060.659
1953-04-01,50376.129
1953-04-08,50405.151
1953-04-15,51392.627
1953-04-22,50696.055
1953-04-29,50395.421
1953-05-06,50425.15
1953-05-13,51275.771
1953-05-20,50718.529
1953-05-27,50323.762
1953-06-03,50204.256
1953-06-10,50518.378
1953-06-17,52778.782
1953-06-24,51467.125
1953-07-01,50960.097
1953-07-08,50633.161
1953-07-15,51267.253
1953-07-22,51130.287
1953-07-29,51003.771
1953-08-05,50667.674
1953-08-12,51260.506
1953-08-19,51593.977
1953-08-26,50769.537
1953-09-02,50618.105
1953-09-09,50571.282
1953-09-16,52115.725
1953-09-23,51332.717
1953-09-30,51129.558
1953-10-07,50714.08
1953-10-14,51852.528
1953-10-21,51556.334
1953-10-28,51096.596
1953-11-04,51514.46
1953-11-11,51267.612
1953-11-18,52434.521
1953-11-25,51627.899
1953-12-02,51496.672
1953-12-09,51598.659
1953-12-16,52758.37
1953-12-23,52766.854
1953-12-30,52465.785
1954-01-06,51748.418
1954-01-13,51623.472
1954-01-20,51991.103
1954-01-27,50911.303
1954-02-03,51024.128
1954-02-10,50950.677
1954-02-17,51882.126
1954-02-24,50696.328
1954-03-03,50843.397
1954-03-10,50691.388
1954-03-17,52369.765
1954-03-24,51217.573
1954-03-31,50703.867
1954-04-07,50195.041
1954-04-14,51002.913
1954-04-21,50970.182
1954-04-28,50468.859
1954-05-05,50354.322
1954-05-12,50807.979
1954-05-19,50938.137
1954-05-26,50456.885
1954-06-02,50407.946
1954-06-09,50595.42
1954-06-16,51848.183
1954-06-23,52269.797
1954-06-30,50759.131
1954-07-07,50413.563
1954-07-14,51127.878
1954-07-21,50635.163
1954-07-28,50107.608
1954-08-04,49820.064
1954-08-11,49933.638
1954-08-18,50353.375
1954-08-25,49509.301
1954-09-01,49569.574
1954-09-08,49200.833
1954-09-15,50772.733
1954-09-22,49897.202
1954-09-29,49798.544
1954-10-06,50241.941
1954-10-13,50692.273
1954-10-20,50781.359
1954-10-27,50242.779
1954-11-03,50512.061
1954-11-10,50433.728
1954-11-17,51710.68
1954-11-24,50634.402
1954-12-01,51015.263
1954-12-08,50545.416
1954-12-15,51982.389
1954-12-22,51513.64
1954-12-29,51390.449
1955-01-05,51171.735
1955-01-12,51010.908
1955-01-19,50630.117
1955-01-26,50054.147
1955-02-02,50442.372
1955-02-09,49926.524
1955-02-16,50898.526
1955-02-23,49843.696
1955-03-02,50188.598
1955-03-09,49660.622
1955-03-16,51737.145
1955-03-23,50540.994
1955-03-30,49925.644
1955-04-06,49827.606
1955-04-13,50482.762
1955-04-20,50638.907
1955-04-27,50176.945
1955-05-04,50268.78
1955-05-11,49872.23
1955-05-18,50551.515
1955-05-25,49826.446
1955-06-01,49979.816
1955-06-08,49559.966
1955-06-15,51257.939
1955-06-22,50778.673
1955-06-29,50395.451
1955-07-06,50069.607
1955-07-13,50774.941
1955-07-20,50962.816
1955-07-27,50501.8
1955-08-03,50660.59
1955-08-10,50134.819
1955-08-17,50998.978
1955-08-24,49876.445
1955-08-31,49879.696
1955-09-07,49738.083
1955-09-14,51267.823
1955-09-21,51299.329
1955-09-28,50519.821
1955-10-05,50467.339
1955-10-12,51105.851
1955-10-19,51783.268
1955-10-26,51145.625
1955-11-02,51531.161
1955-11-09,50969.638
1955-11-16,52331.571
1955-11-23,51257.231
1955-11-30,51196.567
1955-12-07,51339.458
1955-12-14,52116.969
1955-12-21,52808.577
1955-12-28,52246.185
1956-01-04,52219.09
1956-01-11,51539.21
1956-01-18,51788.939
1956-01-25,51126.82
1956-02-01,51028.069
1956-02-08,50314.712
1956-02-15,51550.833
1956-02-22,51055.055
1956-02-29,50614.853
1956-03-07,50247.225
1956-03-14,51255.7
1956-03-21,52112.112
1956-03-28,50655.151
1956-04-04,50363.655
1956-04-11,50644.8
1956-04-18,51383.089
1956-04-25,50731.309
1956-05-02,50899.42
1956-05-09,50460.05
1956-05-16,51461.572
1956-05-23,50547.394
1956-05-30,50157.733
1956-06-06,50149.566
1956-06-13,51163.664
1956-06-20,52715.474
1956-06-27,51115.618
1956-07-04,51134.264
1956-07-11,51142.123
1956-07-18,51603.151
1956-07-25,50600.547
1956-08-01,50604.619
1956-08-08,50397.135
1956-08-15,51845.682
1956-08-22,51221.538
1956-08-29,50555.402
1956-09-05,50853.754
1956-09-12,51627.473
1956-09-19,52171.296
1956-09-26,51433.331
1956-10-03,51652.462
1956-10-10,51131.939
1956-10-17,52674.026
1956-10-24,51754.228
1956-10-31,51390.734
1956-11-07,51595.265
1956-11-14,52030.655
1956-11-21,52763.71
1956-11-28,51990.309
1956-12-05,52054.301
1956-12-12,52462.574
1956-12-19,54271.193
1956-12-26,52677.094
1957-01-02,53353.226
1957-01-09,52201.737
1957-01-16,52864.119
1957-01-23,51824.202
1957-01-30,51943.781
1957-02-06,51579.304
1957-02-13,51573.394
1957-02-20,51853.814
1957-02-27,51396.412
1957-03-06,51028.86
1957-03-13,51407.544
1957-03-20,53304.438
1957-03-27,51019.368
1957-04-03,51526.713
1957-04-10,51380.582
1957-04-17,52353.476
1957-04-24,51768.663
1957-05-01,52143.41
1957-05-08,51115.969
1957-05-15,52205.408
1957-05-22,51439.879
1957-05-29,51605.667
1957-06-05,50988.745
1957-06-12,52044.485
1957-06-19,53793.425
1957-06-26,51881.745
1957-07-03,52390.026
1957-07-10,51824.79
1957-07-17,52973.308
1957-07-24,51765.542
1957-07-31,51753.443
1957-08-07,51195.02
1957-08-14,52087.575
1957-08-21,51755.439
1957-08-28,51562.574
1957-09-04,51096.484
1957-09-11,51831.801
1957-09-18,53594.449
1957-09-25,52022.562
1957-10-02,52157.581
1957-10-09,51600.721
1957-10-16,53124.428
1957-10-23,52049.318
1957-10-30,51887.077
1957-11-06,51928.469
1957-11-13,52126.284
1957-11-20,53303.274
1957-11-27,52199.77
1957-12-04,52168.872
1957-12-11,52594.923
1957-12-18,54158.116
1957-12-25,53487.682
1957-12-31,53028.467
1958-01-08,52669.161
1958-01-15,53233.648
1958-01-22,52791.154
1958-01-29,51899.456
1958-02-05,51550.629
1958-02-12,52068.838
1958-02-19,52031.843
1958-02-26,51637.235
1958-03-05,51439.147
1958-03-12,51788.453
1958-03-19,53365.324
1958-03-26,51366.382
1958-04-02,51218.603
1958-04-09,51048.677
1958-04-16,52659.769
1958-04-23,51596.155
1958-04-30,51314.713
1958-05-07,50947.53
1958-05-14,51874.031
1958-05-21,51348.585
1958-05-28,50783.052
1958-06-04,51072.584
1958-06-11,51340.953
1958-06-18,53883.069
1958-06-25,52007.899
1958-07-02,52160.204
1958-07-09,51983.931
1958-07-16,52987.312
1958-07-23,51864.436
1958-07-30,51438.376
1958-08-06,51611.539
1958-08-13,52413.459
1958-08-20,52130.627
1958-08-27,51368.683
1958-09-03,51463.388
1958-09-10,51670.987
1958-09-17,52808.258
1958-09-24,51899.732
1958-10-01,51703.265
1958-10-08,51451.9
1958-10-15,53308.393
1958-10-22,52679.669
1958-10-29,51949.542
1958-11-05,51964.228
1958-11-12,52003.893
1958-11-19,53327.092
1958-11-26,53152.27
1958-12-03,52599.898
1958-12-10,52516.98
1958-12-17,54664.996
1958-12-23,53823.512
1958-12-31,53095.155
1959-01-07,53173.841
1959-01-14,53534.029
1959-01-21,53144.895
1959-01-28,52449.363
1959-02-04,52293.25
1959-02-11,51993.932
1959-02-18,53150.009
1959-02-25,52127.647
1959-03-04,52238.997
1959-03-11,51760.018
1959-03-18,54162.721
1959-03-25,52217.731
1959-04-01,52075.808
1959-04-08,52173.527
1959-04-15,53801.777
1959-04-22,53109.814
1959-04-29,52374.641
1959-05-06,52546.435
1959-05-13,53311.263
1959-05-20,52759.321
1959-05-27,52136.533
1959-06-03,52174.715
1959-06-10,52208.937
1959-06-17,54696.918
1959-06-24,52902.479
1959-07-01,52788.462
1959-07-08,52792.591
1959-07-15,54001.219
1959-07-22,53360.746
1959-07-29,52596.646
1959-08-05,52369.75
1959-08-12,52944.058
1959-08-19,53104.529
1959-08-26,52397.695
1959-09-02,52582.631
